ID,PM2.5,PM2.5_PopWtd,NO2,NO2_PopWtd,Access_City,Access_Motor,Access_Walk,Diabetes,Obesity,Smoking,COPD,COPD_F,COPD_M,CVD,CVD_F,CVD_M,HIV,HIV_F,HIV_M,Hypertension,Hypertension_F,Hypertension_M,Risk_Tot,Risk_Age,Risk_High,Cases_MERS,Cases_SARS,WorldPop,WorldPop_Density,WorldPop_65,WorldPop_F,WorldPop_M,Sex_Ratio
BRMG3107109,10.180755208960438,10.215285165075782,2.7160323,2.6285355,53.4911627907,17.6614162674,106.741395349,,,,,,,,,,,,,,,,,,,,,40085.3963515,37.2540858285,0.12024303,0.49934137670690604,0.5006586394710554,1.002638
BRMG3107208,10.689385953075092,10.414789625286454,2.0475202,2.623361,61.2647975078,31.2293990067,192.088785047,,,,,,,,,,,,,,,,,,,,,5712.24270132,8.8699420828,0.12919472,0.48348684473119413,0.5165131550377232,1.0683086
BRMG3107307,4.962182537404779,5.0480011154233955,1.5430826,6.762134,122.664205703,72.970774004,349.180244399,,,,,,,,,,,,,,,,,,,,,51076.823994,12.993341133,0.10070759,0.49641238466546933,0.5035876154520008,1.0144542
BRMG3107406,9.001178864426002,10.27256845308409,2.8892484,5.0865536,40.0504313205,15.5337801925,124.169210352,,,,,,,,,,,,,,,,,,,,,52087.2286339,34.4720242448,0.10717421,0.5001625673561847,0.49983742047384555,0.99935001
BRMG3107505,11.019270831160211,11.033853829542206,2.5215788,2.474647,59.552581262,19.46555817,140.820267686,,,,,,,,,,,,,,,,,,,,,6359.74939452,12.3250957258,0.12917787,0.49582162824168863,0.5041783568960905,1.0168543
BRMG3107604,9.43428571685438,9.429789538259472,4.753536,4.699979,36.865384615399996,9.37391499373,74.5423076923,,,,,,,,,,,,,,,,,,,,,4372.85219076,16.8835991921,0.12614259,0.48068000204568617,0.5193200229357209,1.0803863
BRMG3107703,8.099523808133162,8.122338995696401,3.226565,3.5013146,23.7302904564,16.6185879806,132.128630705,,,,,,,,,,,,,,,,,,,,,6156.78753185,25.7606172881,0.12954663,0.5090484743523804,0.4909515367167039,0.96444947
BRMG3107802,7.702101458155646,7.497292099932211,1.9356831,1.8239195,29.3365253078,21.3215884872,166.812585499,,,,,,,,,,,,,,,,,,,,,14477.0464311,19.7504044081,0.12829851,0.5013589501521344,0.49864104769963735,0.99457896
BRMG3107901,10.14166666169962,10.419774334821556,2.3379645,6.2086473,44.3737024221,21.0003019122,172.169550173,,,,,,,,,,,,,,,,,,,,,10317.7619641,36.0760907835,0.10922031,0.4849418524491467,0.5150581219542171,1.0621028
BRMG3108008,10.310733325103952,10.56113332812362,3.3713286,6.689465,35.304199773,15.2611762016,117.257661748,,,,,,,,,,,,,,,,,,,,,17109.0794723,19.3322931891,0.13581923,0.5031955643165091,0.49680447237161324,0.98729908
BRMG3108107,8.88816665609673,8.754952757430608,2.3620753,3.7750006,41.368,18.3473423386,147.114666667,,,,,,,,,,,,,,,,,,,,,6782.24340546,17.9900355583,0.15006995,0.49215384946415225,0.5078461497308044,1.0318849
BRMG3108206,5.6361065560514,5.600093285147466,1.7732637,2.507106,115.550466874,49.4420661369,254.618941752,,,,,,,,,,,,,,,,,,,,,5341.03420395,2.36747970033,0.1076812,0.4855705657308834,0.5144294335295594,1.0594329
BRMG3108255,4.410378783805798,4.348052036409173,0.7503892,3.0800645,278.178369315,114.532428785,776.263047579,,,,,,,,,,,,,,,,,,,,,11740.3780656,2.46543008517,0.10729591,0.49926036174035626,0.5007396326720894,1.0029629
BRMG3108305,10.346041684639175,10.365365853584622,3.478594,4.881984,24.8267716535,12.1061733745,91.3254593176,,,,,,,,,,,,,,,,,,,,,20367.242905,53.3173898037,0.13474856,0.49001017695674215,0.5099898424371445,1.040774
BRMG3108404,9.866602558432463,9.892988178885195,2.7503848,2.5710354,29.0317073171,9.47842778738,87.7268292683,,,,,,,,,,,,,,,,,,,,,14755.1236688,35.3839896135,0.11562514,0.499317780411337,0.5006822081485691,1.0027326
BRMG3108503,4.684544022301632,4.734333608740261,1.2372597,2.4808364,145.865936359,44.4939426688,232.61971831,,,,,,,,,,,,,,,,,,,,,6011.65384005,3.13596966095,0.098710261,0.48519749766159853,0.5148025123106988,1.0610164
BRMG3108552,5.888694778123593,8.339944443623562,2.1623156,4.704091,128.939967374,88.0270810026,593.189885808,,,,,,,,,,,,,,,,,,,,,17610.0496142,5.75115924695,0.089452013,0.48719001865173056,0.51281004868482,1.0525874
BRMG3108602,4.296117423740062,4.286183966080698,2.0409386,2.6101036,81.7680988817,24.7235735657,174.762213067,,,,,,,,,,,,,,,,,,,,,32072.8638119,18.8774948864,0.11391457,0.4950872205589718,0.5049127541267936,1.0198461
BRMG3108701,9.286785693856933,9.314788228530723,2.8239262,2.0575526,35.1928571429,17.8312809501,127.739285714,,,,,,,,,,,,,,,,,,,,,4196.58392262,15.0415194359,0.13601033,0.49551946019507676,0.5044805582437301,1.0180843
BRMG3108800,6.925388885041018,6.876238251771223,1.7993934,1.7429979,58.9488272921,35.5777032319,227.336886994,,,,,,,,,,,,,,,,,,,,,4717.322697,10.1013333983,0.14067809,0.5043402058360393,0.4956597524029847,0.9827885
BRMG3108909,9.970555543485684,9.804812037371866,2.890746,4.8282933,27.236673774,14.2257775095,96.8827292111,,,,,,,,,,,,,,,,,,,,,14161.8385276,30.3902114325,0.13397335,0.484027909698365,0.5159721165976556,1.0659966
BRMG3109006,8.684340273506065,8.650237782681051,2.8134394,3.199956,23.3631778058,12.7818504244,97.2055485498,,,,,,,,,,,,,,,,,,,,,43423.911203,54.8281707109,0.10913833,0.5005441794128016,0.49945583894114154,0.99782574
BRMG3109105,10.050486133620176,10.023657379875363,2.24299,2.9552817,50.6035242291,11.627227669,85.2863436123,,,,,,,,,,,,,,,,,,,,,10850.707818,24.0059907479,0.12306777,0.475709712820506,0.52429025787265,1.1021222
BRMG3109204,5.239269003842832,5.233955923611356,1.4214752,1.1335038,151.212136665,104.226585159,598.365629781,,,,,,,,,,,,,,,,,,,,,10207.2901232,5.20514539683,0.1231565,0.5052990889596702,0.49470090876744444,0.9790259
BRMG3109253,7.240694440197525,7.178217679254503,3.0639293,4.2124133,33.8316831683,24.275184629,191.381188119,,,,,,,,,,,,,,,,,,,,,4949.41944551,24.3813765789,0.12319054,0.4965857767883605,0.503414173607842,1.0137507
BRMG3109303,5.707725096489678,5.787774360577747,1.9229648,2.0426471,130.306794892,62.5585239016,413.550528141,,,,,,,,,,,,,,,,,,,,,25470.3952345,4.0218530293,0.10927407,0.49642362765040193,0.5035763238815634,1.0144085
BRMG3109402,5.461507449020506,7.888160797658486,1.4114025,4.64372,108.273910583,80.2521458536,465.022524052,,,,,,,,,,,,,,,,,,,,,28159.0138153,3.18540880264,0.079708681,0.48368394892436306,0.5163160221222082,1.0674657
BRMG3109451,6.4428095277930835,6.5481552180112255,3.469318,2.7581735,60.6248012719,60.3794819479,509.662957075,,,,,,,,,,,,,,,,,,,,,7048.73212692,5.61204787175,0.087600969,0.4897683778924489,0.5102316324753731,1.0417815
BRMG3109501,9.76871793598699,9.783268378197748,2.6266475,3.8705037,41.0563991323,12.7294898206,89.0563991323,,,,,,,,,,,,,,,,,,,,,13872.8030837,29.9628576322,0.12162362,0.4778278376767701,0.5221721707065392,1.092804
BRMG3109600,8.239444443003963,8.242721329868756,5.1177125,6.432387,19.2,15.9648735936,126.106666667,,,,,,,,,,,,,,,,,,,,,3551.08785485,47.9876737142,0.089064039,0.5009434496447122,0.49905653490931684,0.99623328
BRMG3109709,10.350333326061548,10.382949885802272,2.5930412,2.8525815,25.3681462141,10.8389926869,81.4334203655,,,,,,,,,,,,,,,,,,,,,11445.711677,29.8065408254,0.13366094,0.4841761575329608,0.5158238182658356,1.065364
BRMG3109808,7.391527777579115,7.259251471554624,3.8554664,0.100606754,38.2669322709,18.0948803548,152.099601594,,,,,,,,,,,,,,,,,,,,,2776.64569611,11.5213514361,0.12794273,0.4907073674933939,0.5092926339075772,1.0378745
BRMG3109907,8.219166662146723,8.187940630229182,3.0428042,2.8744857,25.3350515464,9.49605755523,98.087628866,,,,,,,,,,,,,,,,,,,,,12040.0862535,62.3838665986,0.09056177,0.5159571425988871,0.48404287787438816,0.93814558
BRMG3110004,8.434374991406985,8.253099742106158,2.7178283,3.1167548,26.7874251497,12.8271560671,91.3203592814,,,,,,,,,,,,,,,,,,,,,45570.8863723,67.7130555309,0.10875575,0.5286202862765201,0.47137970555379005,0.89171708
BRMG3110103,6.703750011324817,6.711279299929746,1.88958,1.8627687,47.9104477612,8.95187344124,81.7835820896,,,,,,,,,,,,,,,,,,,,,5506.4921248,40.788830554,0.11264933,0.501277044884588,0.4987229324512554,0.99490476
BRMG3110202,8.582083329061541,8.58345646341317,2.9025977,3.0823534,14.3495145631,12.7516668931,113.40776699,,,,,,,,,,,,,,,,,,,,,3832.23890281,36.4975133601,0.13386852,0.5060413896894642,0.49395860957728294,0.97612298
BRMG3110301,10.029551298782632,10.017074000822737,2.392279,3.586688,35.7868303571,18.3980329027,128.7265625,,,,,,,,,,,,,,,,,,,,,14327.3425636,15.9903376826,0.14854442,0.48581023096938386,0.5141897506322287,1.0584168
BRMG3110400,9.756388880064002,9.714785084899766,2.8779557,5.0985703000000004,56.5571428571,10.5161005676,80.1285714286,,,,,,,,,,,,,,,,,,,,,2778.25736153,10.0298099694,0.13444796,0.49066278699583327,0.5093372268509762,1.0380597
BRMG3110509,10.18869792136044,10.088104470602556,2.7590644,3.9654078,55.5074850299,15.816413581,109.800898204,,,,,,,,,,,,,,,,,,,,,21600.6925627,32.3363661118,0.11586519,0.48622005843164534,0.5137799618130761,1.056682
BRMG3110608,9.847261893110556,9.894980134794729,5.4790664,6.626716,32.8397435897,14.0954508247,149.724358974,,,,,,,,,,,,,,,,,,,,,30532.0690663,98.1738555188,0.12687853,0.49417004681983806,0.5058299182562268,1.0235949
BRMG3110707,10.82812500434618,10.838539122659684,3.5117497,3.288982,21.4853420195,10.2592428478,81.1042345277,,,,,,,,,,,,,,,,,,,,,12777.8721586,40.954718457,0.14182779,0.5060634133553962,0.4939365820585508,0.97603691
BRMG3110806,5.116666669345332,5.1507692908205875,2.2215376,2.3530643,52.1066176471,38.1419543939,352.185661765,,,,,,,,,,,,,,,,,,,,,3721.69250342,6.84134651364,0.13628039,0.5012082267102583,0.498791772370805,0.99517876
BRMG3110905,10.755530307238748,10.881657683372785,3.358464,5.62922,26.7223529412,10.684987984,106.68,,,,,,,,,,,,,,,,,,,,,16913.4588206,40.1744865098,0.11431751,0.49128537741077066,0.5087146331961667,1.0354769
BRMG3111002,9.840263155128907,9.752646985167669,2.221968,2.559464,38.8494475138,15.9660673586,114.54281768,,,,,,,,,,,,,,,,,,,,,20815.4483839,28.7506193147,0.13635024,0.48353779435205246,0.5164622832873994,1.0680908
BRMG3111101,7.011816936104329,7.0032080811226525,2.1742656,4.6150155,89.3883366468,32.2713996475,290.835210956,,,,,,,,,,,,,,,,,,,,,19589.2007823,4.32623692189,0.1306659,0.4910912909061771,0.5089087253119425,1.0362813
BRMG3111150,4.659166665784286,4.633970163364824,1.5697551,1.5348536,106.055284553,40.3659992637,260.245528455,,,,,,,,,,,,,,,,,,,,,3804.94247854,6.18689833909,0.11387642,0.4950661174575224,0.5049338881825103,1.0199323
BRMG3111200,10.166203698709165,10.196140152436705,3.2889519,3.7241287,40.1541984733,10.7649791027,81.4534351145,,,,,,,,,,,,,,,,,,,,,54842.1029247,82.7181039588,0.12192121,0.521867205553671,0.47813281405352753,0.91619635
BRMG3111309,10.05499998629088,10.035375181388243,2.5309055,2.251648,46.136627907,17.7683499355,102.046511628,,,,,,,,,,,,,,,,,,,,,11573.2680434,34.1394337565,0.12023099,0.4993059504307791,0.5006940544598015,1.0027801
BRMG3111408,7.573768942899078,7.617324573540278,2.7039292,3.1528952,71.568602425,29.6465029092,192.38417358,,,,,,,,,,,,,,,,,,,,,8853.05864434,5.61030332341,0.10252728,0.4816956682791655,0.5183043267123958,1.0759995
BRMG3111507,7.979333336810274,7.914450036857881,2.9488895,2.4198117,71.9431171786,24.6430851176,173.912400455,,,,,,,,,,,,,,,,,,,,,15747.9895018,17.915801481,0.10206966,0.4825855388798263,0.5174144483058395,1.0721714
BRMG3111606,10.107788459173362,9.92409733969261,2.8598557,4.4402366,29.265010352,17.1035624531,128.988612836,,,,,,,,,,,,,,,,,,,,,28660.959749,29.7312860467,0.11346961,0.4765748293016103,0.523425179455947,1.0983064
BRMG3111705,8.35799999440703,8.405388292250816,2.2618203,2.424085,27.5458715596,8.03989308526,61.7798165138,,,,,,,,,,,,,,,,,,,,,4480.65533805,20.7437747132,0.16315618,0.5033323989123203,0.4966675702774545,0.98675865
BRMG3111804,7.0391964199996595,6.849529070042029,2.8242984,6.3016944,37.9711260828,19.1920503527,160.474494706,,,,,,,,,,,,,,,,,,,,,12266.0003373,11.7715934139,0.1282607,0.49033046099882077,0.5096695522654867,1.039441
BRMG3111903,10.58114583368094,10.631014679736271,2.7085152,2.972469,34.9925650558,11.6547856703,84.0557620818,,,,,,,,,,,,,,,,,,,,,5531.10815358,20.5617403479,0.12015123,0.49927608054682343,0.5007239459252678,1.0028999
BRMG3112000,10.00848213503406,9.999364282988816,2.4242387,2.6187348,43.6124031008,17.7148899988,132.65559247,,,,,,,,,,,,,,,,,,,,,14776.373334,16.4181925933,0.13435985,0.49066624374719525,0.5093337404167132,1.0380453
BRMG3112059,5.921666656434532,5.931116730937859,2.5661943,2.6125069,94.9943181818,16.2058632889,125.306818182,,,,,,,,,,,,,,,,,,,,,4573.98306704,25.6965340845,0.12950523,0.5118342734738258,0.4881656900065812,0.95375735
BRMG3112109,6.929583317413965,6.833071937812047,4.5648685,6.0084095,31.6234567901,20.3468441845,145.339506173,,,,,,,,,,,,,,,,,,,,,5379.06237221,33.4103252932,0.10867322,0.49873353650996965,0.5012664500657577,1.0050787
BRMG3112208,9.760624980243652,9.732190249894838,2.1641214,2.053084,39.3028169014,7.11931776497,56.985915493,,,,,,,,,,,,,,,,,,,,,4588.92315602,33.0138356548,0.10688478,0.5053993978865163,0.4946005899058267,0.97863311
BRMG3112307,4.966302084526953,4.966242688881401,1.4986857,2.1141539,145.135407906,21.0678116904,169.537426409,,,,,,,,,,,,,,,,,,,,,39039.871441,32.77906922,0.079362288,0.5136910870802373,0.4863089272384573,0.94669533
BRMG3112406,8.829999996423743,8.771306157857396,2.3272395,4.6101613,34.792,19.6772783025,151.384,,,,,,,,,,,,,,,,,,,,,6762.61457869,18.0336388765,0.1220577,0.48823351701932804,0.5117664417702796,1.0482001
BRMG3112505,8.038333344211079,8.007322588458896,2.455473,2.8387072,15.186440678,10.8468025337,100.627118644,,,,,,,,,,,,,,,,,,,,,10000.3324491,82.6473756127,0.086211905,0.5100154645817814,0.48998454050804946,0.96072495
BRMG3112604,7.427658731265712,7.4140454835761505,3.1537938,3.0352476,36.3507170795,15.521612408,133.75619296,,,,,,,,,,,,,,,,,,,,,16243.3376917,21.1501792861,0.13116385,0.5090236598494715,0.4909763221923966,0.96454513
BRMG3112653,6.230000013183947,6.32825112415703,2.028446,4.096737,31.8479532164,25.415524565,187.739766082,,,,,,,,,,,,,,,,,,,,,5621.9603087900005,16.4384804351,0.15293311,0.502073786537904,0.49792622968597416,0.99173921
BRMG3112703,4.3949739575851705,4.477837282517194,1.3104385,4.5045385,64.2525252525,36.7176404276,215.171717172,,,,,,,,,,,,,,,,,,,,,15428.8564837,13.0753021049,0.10334633,0.4855547595451771,0.5144452674367318,1.0595
BRMG3112802,9.47907893643308,9.670476213478654,2.9147558,3.776738,45.9022900763,19.5260300232,162.280916031,,,,,,,,,,,,,,,,,,,,,8676.39026023,13.3688601853,0.12127991,0.49432217447147264,0.5056778070611698,1.0229721
BRMG3112901,7.64513886690969,7.644905603652391,2.3320155,2.3652263,25.4875,26.2126343846,193.845833333,,,,,,,,,,,,,,,,,,,,,9291.47888649,39.0398272541,0.094948724,0.49520344997933524,0.5047965191870372,1.019372
BRMG3113008,4.297907405418371,4.312234266637144,0.9389522,2.0847564,79.4125412541,30.3982924014,201.590759076,,,,,,,,,,,,,,,,,,,,,23644.4961381,15.5863521016,0.11933586,0.4991929593703944,0.500807034788923,1.0032333
BRMG3113107,9.856833340128196,9.77585703543676,2.2581978,2.4602146,30.0456852792,13.9342447078,98.3197969543,,,,,,,,,,,,,,,,,,,,,3202.7465743,15.9340625587,0.13431062,0.49607115740877805,0.5039288506155847,1.0158399
BRMG3113206,10.104791657316174,10.014883752857685,2.451541,3.018784,30.0346534653,12.9186146852,102.275577558,,,,,,,,,,,,,,,,,,,,,26018.9034795,42.7239794408,0.1069294,0.5053849794385221,0.49461504056616407,0.97868961
BRMG3113305,7.216136367709262,7.310684737497554,3.3694184,4.0021,43.0272727273,12.9936643346,96.7568181818,,,,,,,,,,,,,,,,,,,,,32667.3621397,73.4098025611,0.11369047,0.5016477280877414,0.49835226763581914,0.99343073
BRMG3113404,7.065426830517264,7.14361565747926,2.2653747,3.998942,24.9066496164,23.1276600301,188.941176471,,,,,,,,,,,,,,,,,,,,,93382.6692437,59.8606854126,0.11409549,0.5001307349452406,0.49986925173644225,0.99947715
BRMG3113503,4.8909333349714705,4.911669996567646,1.9295089,2.9896073,140.806162465,34.8343168641,212.856582633,,,,,,,,,,,,,,,,,,,,,9411.20908143,5.29314346537,0.10071249,0.49636564861974103,0.5036343427278106,1.0146438
BRMG3113602,10.696000027060506,10.70084150523718,3.685852,3.6742818,29.0088105727,9.77208745322,92.1145374449,,,,,,,,,,,,,,,,,,,,,6798.74921441,29.5597791931,0.12474282,0.4763809633006245,0.5236190787056315,1.0991604
BRMG3113701,4.199880948731477,4.240436402945345,0.8821248,0.6753044,93.6049949032,36.1842396715,250.01401631,,,,,,,,,,,,,,,,,,,,,18017.2799237,4.58571644788,0.14217882,0.4988090121294184,0.5011910032058597,1.0047753
BRMG3113800,7.280916661694647,7.266992149364515,1.9748013,2.5197518,71.9345794393,32.3986098076,187.554517134,,,,,,,,,,,,,,,,,,,,,2677.72095913,8.36787799727,0.134341,0.5026994673998251,0.49730054786315425,0.9892602
BRMG3113909,10.42362499058259,10.40623495931348,2.4631717,2.606508,30.7547468354,14.3653718973,114.814873418,,,,,,,,,,,,,,,,,,,,,12174.4679067,19.112194516,0.10121038,0.4802152541535354,0.5197848110074234,1.0823996
BRMG3114006,9.706089735069344,9.686890497962088,2.3498254,2.5640292,40.9282511211,13.2036811733,93.5986547085,,,,,,,,,,,,,,,,,,,,,11494.6652998,25.772792152,0.11683066,0.4967172554471284,0.5032827184712073,1.0132177
BRMG3114105,10.758833340307042,10.673227118742435,3.6329784,4.9482293,41.6068796069,12.7898943752,94.8648648649,,,,,,,,,,,,,,,,,,,,,14837.4181358,36.4555728151,0.11249444,0.5048109267695144,0.49518912473540316,0.98093981
BRMG3114204,9.13869791498095,9.137319483877354,2.5179763,2.3365355,29.1492007105,14.7133359549,113.253996448,,,,,,,,,,,,,,,,,,,,,23243.3310064,41.2847797627,0.10745022,0.493167351824217,0.5068326479004353,1.0277092
BRMG3114303,7.421314822683702,7.4182030206688205,1.9289463,2.6767075,69.7103960396,37.8778790219,252.646658416,,,,,,,,,,,,,,,,,,,,,30038.3220949,18.5880706033,0.13753892,0.493391340341087,0.5066086897904228,1.0267887
BRMG3114402,9.86764286007911,10.009773706393336,2.5723143,2.1576123,61.2599250936,21.4959388604,159.315355805,,,,,,,,,,,,,,,,,,,,,21198.1475128,16.4709770884,0.10006247,0.4852465996752237,0.5147533289600498,1.0608077
BRMG3114501,9.496858978691758,9.49426507975249,2.7005286,3.2595484,55.4060606061,11.4028042348,102.036363636,,,,,,,,,,,,,,,,,,,,,20126.3874871,40.5773941273,0.12005565,0.5099371164635574,0.4900628742401889,0.96102601
BRMG3114550,6.986469904805915,6.975249085512182,2.1296213,1.9953063,104.755850234,56.4929454111,417.854914197,,,,,,,,,,,,,,,,,,,,,10062.3569656,4.14088764017,0.10045809,0.48614457991535914,0.513855423503323,1.0570012
BRMG3114600,11.005320519705624,11.061432157375895,1.740799,3.6772492,64.3351528384,19.974738962100002,145.003275109,,,,,,,,,,,,,,,,,,,,,4040.21097714,4.42036211941,0.1305979,0.49134290541560793,0.5086571002425124,1.0352385
BRMG3114709,10.38583333492284,10.393035084755372,4.3754663,5.0951257,34.74,15.1997376347,123.83,,,,,,,,,,,,,,,,,,,,,3621.14619076,36.2114619076,0.1239479,0.48244241131655163,0.5175575636195611,1.0727862
BRMG3114808,10.814074079305938,10.824655283593408,2.473255,2.4327335,82.7409470752,24.9413374088,157.947075209,,,,,,,,,,,,,,,,,,,,,4370.86865824,12.2777209501,0.13082947,0.49115598473838257,0.5088440019370349,1.036013
BRMG3114907,9.830277783382275,9.871094685767655,3.4124823,3.3265798,28.1979695431,16.5608252971,126.644670051,,,,,,,,,,,,,,,,,,,,,2230.11822861,11.1505911431,0.11417627,0.5031713949530864,0.4968285922179972,0.98739433
BRMG3115003,7.010128207676677,6.978075612621885,2.1687596,2.0694668,46.8147321429,46.7404321347,326.194196429,,,,,,,,,,,,,,,,,,,,,3097.38109512,6.89839887553,0.11567019,0.49143074528290437,0.5085692562926203,1.0348747
BRMG3115102,8.922934796564,8.858275380329328,3.2991395,3.1860566,40.6215568862,16.8434279924,135.211976048,,,,,,,,,,,,,,,,,,,,,17589.1507384,21.397993599,0.12201989,0.48826112913176484,0.5117388516291027,1.0480843
BRMG3115201,10.571916657835263,10.58690959789622,3.375697,3.3075583,33.7323529412,27.2040508971,189.282352941,,,,,,,,,,,,,,,,,,,,,3851.28283733,11.294084567,0.14001776,0.5067100190836453,0.4932899712234805,0.97351533
BRMG3115300,10.50513888082832,14.668774463852442,3.2312317,6.2319584,14.9886914378,13.4274693464,106.604200323,,,,,,,,,,,,,,,,,,,,,76017.4794264,122.018426046,0.12867215,0.5097547734073182,0.49024518151883806,0.9617275
BRMG3115359,8.518500000933788,8.488331546883119,2.1883292,3.1556423,52.1887417219,22.8184480221,103.609271523,,,,,,,,,,,,,,,,,,,,,5533.26285952,18.5058958512,0.10948977,0.5211707763057838,0.47882919486493325,0.91875678
BRMG3115409,9.307361105042956,9.283354857954349,2.2333562,2.4339125,27.8305084746,17.2967211352,140.073446328,,,,,,,,,,,,,,,,,,,,,3629.21478033,20.7383701733,0.13696292,0.5004294895533458,0.49957048831238965,0.99828345
BRMG3115458,4.361410249846127,4.378168866917935,1.7693894,1.7977052,52.931640625,33.4448788781,254.181640625,,,,,,,,,,,,,,,,,,,,,6638.26830804,13.0417844952,0.11437567,0.4995947205061384,0.5004052330901934,1.0016223
BRMG3115474,4.231875002673934,4.268554628481034,1.7067965,2.4031553,89,28.3488713816,191.04,,,,,,,,,,,,,,,,,,,,,4893.61719292,13.8237773811,0.10816577,0.49760279645964706,0.5023972049871356,1.009635
BRMG3115508,10.914999997118969,11.02469701889479,4.3728657,5.2727127,44.511627907,6.5235605531,60.0775193798,,,,,,,,,,,,,,,,,,,,,21388.2298988,164.524845375,0.15755066,0.5239381684703476,0.4760617895065395,0.90862209
BRMG3115607,7.859083326955714,7.894582406595668,2.0537815,2.2154078,111.33427762,49.8735984446,328.501416431,,,,,,,,,,,,,,,,,,,,,1147.92108874,3.30812993874,0.13349937,0.48470939810918,0.5152905420086551,1.0630916
BRMG3115706,5.2103124948218795,5.274757478162205,2.51139,4.181507,57.8537549407,11.1190877804,75.4268774704,,,,,,,,,,,,,,,,,,,,,7015.24446765,27.7282390026,0.1284641,0.511629540004089,0.4883704788619677,0.9545393
BRMG3115805,7.0240972095893595,6.988509057506109,3.3332152,6.6082964,26.9575,10.2511308305,100.0175,,,,,,,,,,,,,,,,,,,,,10197.1083601,25.4927709002,0.12828183,0.4903211992493692,0.5096788046635049,1.0394794
BRMG3115904,9.645999996264734,9.65269461862061,2.4728255,2.5097334,17.8789473684,17.4114076363,151.126315789,,,,,,,,,,,,,,,,,,,,,3341.74820605,17.4049385732,0.14903046,0.49297328775923677,0.5070267104303335,1.0285075
BRMG3116001,6.2682142777102445,6.426551250021636,2.0655532,2.1298766,49.1353383459,16.1726901406,135.364661654,,,,,,,,,,,,,,,,,,,,,5660.16770065,21.6036935139,0.12615848,0.4964085957519129,0.5035914218005706,1.0144696
BRMG3116100,4.82089506312289,4.772221802681639,0.85993016,0.89020365,192.319485658,34.2632404435,224.065281899,,,,,,,,,,,,,,,,,,,,,15049.118521,14.91488456,0.10745408,0.49805959661629007,0.501940382053557,1.0077919
BRMG3116159,4.977980476872874,4.943154204233529,1.0532622,1.0361679,234.400152053,50.7884494473,242.169792195,,,,,,,,,,,,,,,,,,,,,15991.4764304,4.0515521739,0.10183582,0.4895857636457252,0.5104142156932682,1.0425431
BRMG3116209,10.40208334716647,10.33696840950291,3.7824612,4.072597,24.6323987539,20.400531211,154.570093458,,,,,,,,,,,,,,,,,,,,,3392.21360039,10.7009892757,0.12397282,0.5018637976701329,0.4981362022148979,0.99257249
BRMG3116308,9.4676666481294,9.439102453542697,2.0929694,2.1253526,44.6947368421,9.58569663324,69.2315789474,,,,,,,,,,,,,,,,,,,,,6690.74186563,34.4883601321,0.137079,0.5003073003302612,0.4996927048066879,0.99877155
BRMG3116407,8.2390740791681,8.227428938812185,2.6002736,2.4744852,22.4370629371,27.4522529782,215.003496503,,,,,,,,,,,,,,,,,,,,,4090.98696867,14.4557843416,0.12150966,0.488755211227193,0.5112447964311057,1.046014
BRMG3116506,4.778599996229016,4.755618396853437,2.5330553,5.2021837,58.4457013575,44.8917602646,334.574660633,,,,,,,,,,,,,,,,,,,,,7365.37815639,8.3507688848,0.10599279,0.4904167339821156,0.5095832312077233,1.0390821
BRMG3116605,9.473787888229774,9.495987330276837,2.2228289,2.341023,39.2376111817,14.9948058549,124.834815756,,,,,,,,,,,,,,,,,,,,,29617.68899,37.5382623448,0.11681288,0.4967207942850372,0.5032792398162056,1.0132035
BRMG3116704,8.792500024723523,8.711610900003713,3.747561,3.79686,13.5909090909,7.48079941128,66.6212121212,,,,,,,,,,,,,,,,,,,,,7692.11310673,57.4038291547,0.12235224,0.49448503255524356,0.5055149665698343,1.0223058
BRMG3116803,5.812564094364633,5.785377265406734,1.901954,2.3900633,124.353773585,36.1715979171,254.849056604,,,,,,,,,,,,,,,,,,,,,8983.45702934,21.1375459514,0.12736388,0.5141665045999947,0.48583344760771346,0.94489515
BRMG3116902,7.334421290367555,7.346233610179401,3.0284264,3.1774595,91.4788298691,48.4305938768,398.284064665,,,,,,,,,,,,,,,,,,,,,3156.54854049,2.44693685309,0.10268462,0.481782485044227,0.5182175338086432,1.0756255
BRMG3117009,4.367133333285604,4.333672724977841,1.0845832,1.1884934,152.47375,31.8276854043,207.91,,,,,,,,,,,,,,,,,,,,,7307.13913971,9.14535561916,0.13423571,0.5089783332287284,0.491021592910628,0.96472001
BRMG3117108,9.481474367223514,9.428951942750588,2.438756,2.2697806,56.8412698413,13.1917464914,95.6916099773,,,,,,,,,,,,,,,,,,,,,10257.1619303,23.4181779231,0.1331777,0.48080914911087463,0.5191908186872353,1.0798272
BRMG3117207,10.327708341926332,10.31722070114105,1.7382077,1.7072785,37.6923076923,17.8040150569,150.523076923,,,,,,,,,,,,,,,,,,,,,2776.32705522,21.5219151567,0.12498024,0.47675024363983476,0.5232497364705776,1.0975343
BRMG3117306,8.093087126077547,8.044571474802137,2.4300427,2.4736183,52.2713085234,27.2261776006,190.705282113,,,,,,,,,,,,,,,,,,,,,30980.2844112,18.8101301829,0.091972873,0.4617029918172387,0.5382969949098039,1.1658945
